X,Y,Z
-0.0031280518,-0.0076446533,0.0034942627
0.004333496,-0.016174316,0.0066833496
6.1035156E-5,-0.014038086,0.00881958
0.018173218,-0.016174316,0.0056152344
-0.026565552,0.012588501,0.009887695
0.0362854,-0.030014038,0.004562378
0.0831604,-0.084350586,0.0024261475
-0.0105896,-0.05026245,0.0056152344
-0.0031280518,-0.05558777,-0.008224487
-0.011657715,0.036026,0.007751465
0.028823853,-0.1131134,-0.007156372
-0.011657715,0.011520386,0.038650513
0.0554657,0.024307251,0.14942932
-0.039352417,0.070114136,0.16007996
0.014984131,0.050933838,0.0695343
-0.114990234,0.06904602,0.016281128
0.072509766,-0.039611816,-0.09877014
0.1108551,-0.23028564,-0.033798218
-0.0020599365,-0.16104126,0.08018494
0.32177734,-0.29527283,0.08657837
0.20779419,-0.1599884,-0.030593872
0.20033264,0.2362976,-0.07853699
0.17263794,-0.11204529,-0.14457703
0.037353516,-0.26437378,-0.039123535
-0.20126343,-0.20472717,0.1483612
-0.1874237,0.0871582,0.08018494
-0.18421936,0.026443481,-0.03805542
-0.079833984,0.05732727,-0.06681824
0.020309448,0.024307251,0.07060242
-0.042541504,-0.033218384,0.101501465
-0.24813843,0.17984009,0.10469055
0.18649292,-0.05558777,0.023727417
0.035217285,-0.05026245,-0.03591919
-0.08088684,0.028564453,0.050369263
-0.0574646,0.13189697,0.03012085
0.04586792,0.09994507,-0.062561035
0.11618042,0.044555664,-0.12966919
-0.044677734,0.020050049,-0.16375732

